DATE,TCP_Number,ESTC_Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE,,,,,,,,
1799,K125296.000,T191935,More Hannah 1745-1833,Bath : printed and sold by S. Hazard: sold also by Messrs. Rivingtons; Hatchard London; James,585,A KING or a CONSUL? A NEW SONG to the Tune of Derry down.,,,,,,,,
1792,K125567.000,T192985,Pennant Thomas 1726-1798,London : printed for R. Faulder New Bond-Street,5182,A LETTER TO A MEMBER OF PARLIAMENT ON MAIL-COACHES.,,,,,,,,
1782,K125722.000,T193733,Whitehead William of Newcastle,Newcastle : printed by T. Lawson Vine Entry Flesh-Market and sold by the booksellers in Newc,10485,THE NEWCASTLE AND GATESHEAD DIRECTORY For 1782 83 and 84.,,,,,,,,
1796,K125859.000,T194278,Hutchinson William 1732-1814,Carlisle : printed by F. Jollie,63473,THE HISTORY AND ANTIQUITIES OF THE CITY OF CARLISLE AND ITS VICINITY,,,,,,,,
1797,K127176.000,T201449,Trusler John 1735-1820,London : sold by Shepperson and Co. No. 137 Oxford-Street Byfield and Co. Stationers Craig's,9565,A DESCRIPTION OF THE ROAD FROM LONDON TO BATH AND BRISTOL; WITH EVERY THING WORTH NOTICE IN THE WAY.,,,,,,,,
1775,K127900.000,T208679,Parnell Thomas 1679-1718,Drogheda : printed by Johh [sic] Fleming in West-Street,3604,THE HERMIT.,,,,,,,,
1770,K128027.000,T209967,John and William Cunningham and Company (Brewers : Glasgow Scotland),[Edinburgh,4185,Unto the Right Honourable the Lords of Council and Session THE PETITION OF John and William Cunningham and Company brewers in Glas_Â¢Â¿â€_Â¨Â£gow James Hotchkis and Company brewers in Edinburgh and James Graham vintner in Glasgow for themselves and as tru_Â¢Â¿â€_Â¨Â£stees of William M'Gregor late tenant in Parkhall,,,,,,,,
1781,K128576.000,T211464,Cunningham John brewer,[Edinburgh? : s.n.,2818,TO THE NOBLEMEN GENTLEMEN AND Proprietors of Lands in Scotland and Inhabitants at large.,,,,,,,,
1770,K128984.000,T212835,John and William Cunningham and Company (Brewers : Glasgow Scotland),[Edinburgh,2682,ANSWERS FOR JOHN and WILLIAM CUNINGHAMS and Company brewers in Glasgow; JAMES HOTCHKIS and Company brewers in Edin_Â¢Â¿â€_Â¨Â£burgh; and JAMES GRAHAM vintner in Glasgow; for them_Â¢Â¿â€_Â¨Â£selves and as trustees for the other creditors of WILLIAM M'GREGOR late tenant in the lands of Parkhall and others: TO The PETITION of ROBERT HAMILTON of Wishaw.,,,,,,,,
1790,K129212.000,T213594,Paine Thomas 1737-1809,[London : s.n.,854,LINES &amp;c.,,,,,,,,
1799,K131280.000,T223323,More Hannah 1745-1833,London : sold by F. and C. Rivington No. 62 St. Paul's Church-Yard; J. Evans No. 41 Long Lan,33228,Cheap Repository.,,,,,,,,
1783,K131582.000,T224076,Hutton Charles shipmaster in Culross,[Edinburgh,9454,INFORMATION FOR CHARLES HUTTON Shipmaster in Cul_Â¢Â¿â€_Â¨Â£ross Suspender AGAINST WILLIAM PALMER of Great Yarmouth in the County of Norfolk and DAVID MACLAREN Merchant in Leith his Attorney Chargers.,,,,,,,,
1792,K131636.000,T224202,Paine Thomas 1737-1809,London : printed for L. Wayland No. 2 Middle-Row Holborn,6789,PAINE DUNDAS AND ONSLOW.,,,,,,,,
1775,K131816.000,T224568,Murphy Arthur 1727-1805,London : printed for E. Johnson the Corner of Earl Street near Blackfriars Bridge,9591,Three Weeks after Marriage; A COMEDY IN TWO ACTS AS PERFORMED AT THE THEATRE-ROYAL IN COVENT GARDEN.,,,,,,,,
1780,K132927.000,W2485,Paine Thomas 1737-1809,Philadelphia : Printed by John Dunlap in Market-Street,12401,PUBLIC GOOD BEING AN EXAMINATION Into the Claim of Virginia to the VACANT WESTERN TERRITORY AND OF THE RIGHT OF The United States to the Same.,,,,,,,,
1799,K133067.000,W4441,Brown Charles Brockden 1771-1810,Philadelphia : Printed and published by H. Maxwell no. 3 Letitia Court--and sold by Messrs. T.,67586,ARTHUR MERVYN; OR MEMOIRS OF THE YEAR 1793.,,,,,,,,
1798,K133366.000,W8124,Brown Charles Brockden 1771-1810,New-York : Printed by T. &amp;#38; J. Swords for H. Caritat,77419,WIELAND; OR THE TRANSFORMATION.,,,,,,,,
1786,K133430.000,W8587,Paine Thomas 1737-1809,Philadelphia : Printed by Charles Cist at the corner of Fourth and Arch-Streets. And sold by Me,20556,DISSERTATIONS ON GOVERNMENT THE AFFAIRS OF THE BANK AND PAPER-MONEY.,,,,,,,,
1796,K133948.000,W20110,Paine Thomas 1737-1809,New-York : Printed by William A. Davis for J. Fellows from a London copy of the Paris edition,9830,THE DECLINE &amp; FALL OF THE ENGLISH SYSTEM OF FINANCE.,,,,,,,,
1766,K134151.000,W20332,,Philadelphia : Printed by William and Thomas Bradford at the London Coffee-House,23269,FOUR DISSERTATIONS ON THE Reciprocal ADVANTAGES OF A Perpetual UNION BETWEEN GREAT-BRITAIN AND HER AMERICAN COLONIES.,,,,,,,,
1756,K134246.000,W20438,Parnell Thomas 1679-1718,[Germantown Pa.? : Printed by Christopher Sower?,3208,The Hermit A POEM.,,,,,,,,
1796,K134413.000,W20660,Paine Thomas 1737-1809,Philadelphia : Printed by Benj. Franklin Bache no. 112 Market Street,16175,LETTER TO GEORGE WASHINGTON PRESIDENT OF THE UNITED STATES OF AMERICA.,,,,,,,,
1793,K135535.000,W30060,,[Boston] : Printed at the Apollo Press in Boston by Belknap and Hall. Sold at their office Sta,43056,THE BRITISH ALBUM. A COLLECTION OF POEMS.,,,,,,,,
1773,K135767.000,W31989,Sharp Granville 1735-1813,Burlington [N.J.] : printed and sold by Isaac Collins,5412,AN ESSAY ON SLAVERY Proving from SCRIPTURE its Inconsistency with HUMANITY and RELIGION; In Answer to a late Publication entitled The AFRICAN TRADE for Negro Slaves shewn to be consistent with Principles of HUMANITY and with the LAWS of REVEALED RELIGION.,,,,,,,,
1795,K135809.000,W32176,Muir James 1757-1820,Baltimore : Printed by S. &amp;#38; J. Adams for the author; and sold by Clarke and Keddie booksellers,34205,AN EXAMINATION OF THE PRINCIPLES CONTAINED IN THE AGE OF REASON.,,,,,,,,
1776,K135834.000,W32284,Paine Thomas 1737-1809,Philadelphia : Printed. And sold by R. Bell in Third-Street,28427,COMMON SENSE: ADDRESSED TO THE INHABITANTS OF AMERICA On the following interesting SUBJECTS.LARGE ADDITIONS TO COMMON SENSE; Addressed to the Inhabitants of AMERICA On the following interesting Subjects.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1785,K002765.000,N4285,Dibdin Charles 1745-1814,[London?] : Printed in the year,2318,THE MAGIC OF OROSMANES; OR Harlequin Slave and Sultan: A PANTOMIME DRAWN FROM THE ARABIAN LEGENDS.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1792,K029715.000,T19844,Cumberland Richard 1732-1811,London : printed for C. Dilly in the Poultry,50792,CALVARY; OR THE DEATH OF CHRIST. A POEM IN EIGHT BOOKS.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1772,K030995.000,T22329,Sharp Granville 1735-1813,London : printed for Benjamin White (no. 63.) in Fleet-Street and Robert Horsefield [sic] (no,4142,AN APPENDIX TO THE REPRESENTATION (Printed in the Year 1769) OF THE Injustice and Dangerous Tendency of To_Â¢Ã¸Ã£Â®Â£lerating Slavery or of Admitting the least Claim of Private Property in the PERSONS of MEN in ENGLAND.,,,,,,,,
1724,K032305.000,T26855,Centlivre Susanna 1667?-1723,Dublin : printed by S. Powell for George Risk at the Corner of Castle-Lane in Dame-Street nea,6482,A Bickerstaff's Burying; OR Work for the Upholders. A FARCE; As it is ACTED at the THEATRES with Applause. By His MAJESTY'S Servants.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1795,K035594.000,T32529,Hayley William 1745-1820,London : printed for T. Cadell jun. and W. Davies (successors to Mr. Cadell) in the Strand,6373,AN ELEGY ON THE DEATH OF The Honourable Sir WILLIAM JONES A JUDGE OF THE SUPREME COURT OF JUDICATURE IN BENGAL AND PRESIDENT OF THE ASIATIC SOCIETY.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1778,K035829.000,T32924,Pilon Frederick 1750-1788,London : printed for G. Kearsley No. 46 Fleet-Street. MDCCLXXVIII. Entered at Stationers-Hall,11514,THE INVASION: OR A TRIP to BRIGHTHELMSTONE. A FARCE OF TWO ACTS As it is performed with UNIVERSAL APPLAUSE_Â¢Â«Ã‰Å“Â®Ã™ AT THE THEATRE-ROYAL IN COVENT-GARDEN. WRITTEN BY F. PILON.,,,,,,,,
1782,K036834.000,T34702,Paley William 1743-1805,London : printed for Robert Faulder No. 42 New Bond-Street,3205,A Distinction of Orders in the Church defended upon Principles of Public Utility IN A SERMON PREACHED IN THE CASTLE-CHAPEL DUBLIN AT THE CONSECRATION OF JOHN LAW D. D. LORD BISHOP OF CLONFERT AND KILMACDUAGH SEPTEMBER 21 1782.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1776,K037709.000,T36154,MacNally Leonard 1752-1820,Dublin : printed for W. Wilson No. 6 at Homer's-Head in Dame-Street,2623,AN HEROIC ANSWER FROM RICHARD TWISS Esq F.R.S. AT ROTTERDAM TO DONNA TERESA PINNA _ËœÂ®_ RUIZ OF MURCIA.,,,,,,,,
1777,K038693.000,T37875,Burke Edmund 1729-1797,London : printed for J. Dodsley in Pall-Mall,16726,A LETTER FROM EDMUND BURKE Esq One of the Representatives in Parliament for the City of BRISTOL TO JOHN FARR and JOHN HARRIS Esqrs. Sheriffs of that City ON THE AFFAIRS OF AMERICA.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1766,K039927.000,T39738,Garrick David 1717-1779,London : printed for T. Becket and Co. near Surry-Street in the Strand,10062,NECK OR NOTHING_Â¢Â«Ã‰Å“Â®Ã™ A FARCE. IN TWO ACTS. AS IT IS PERFORMED AT THE THEATRE ROYAL IN DRURY-LANE.,,,,,,,,
1739,K040720.000,T41172,Glover Richard 1712-1785,London : printed for T. Cooper at the Globe in Paternoster-Row,4805,LONDON: OR THE PROGRESS OF COMMERCE. A POEM. By Mr. GLOVER. THE SECOND EDITION.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1767,K042231.000,T43821,Garrick David 1717-1779,London : printed for T. Becket and P.A. de Hondt near Surry-Street in the Strand,8254,A PEEP BEHIND THE CURTAIN; OR THE NEW REHEARSAL. AS IT IS NOW PERFORMED AT THE THEATRE ROYAL IN DRURY-LANE.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1794,K042710.000,T44546,Waldron F. G. (Francis Godolphin) 1744-1818,London : printed for T. Arrowsmith Middle-Row Holborn; and sold by B. Crosby Stationers Court,5637,THE PRODIGAL. A DRAMATIC PIECE. AS PERFORMED AT THE THEATRE-ROYAL IN THE HAY-MARKET DECEMBER_Â¢Â«Ã‰Å“Â®Ã™,,,,,,,,
1785,K043154.000,T45397,Pilon Frederick 1750-1788,London : printed by J. Almon No. 183 Fleet-Street,10368,BARATARIA: OR SANCHO TURN'D GOVERNOR A FARCE IN TWO ACTS_Â¢Â«Ã‰Å“Â®Ã™ As it is Performed at the Theatre-Royal Covent-Garden.,,,,,,,,
1787,K044434.000,T47416,Holcroft Thomas 1745-1809,London : printed for G.G.J. and J. Robinson Paternoster-Row,19355,SEDUCTION: A COMEDY.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1772,K046340.000,T50342,Cumberland Richard 1732-1811,Dublin : printed for J. Exshaw H. Saunders W. Sleater D. Chamberlane J. Potts J. Hoey Jun.,13471,TIMON of ATHENS Altered from SHAKESPEAR A TRAGEDY. As it is ACTED at the Theatre-Royal in Drury-Lane.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1764,K047382.000,T52363,Murphy Arthur 1727-1805,London : printed for P. Vaillant facing Southampton-Street in the Strand,9842,WHAT we must ALL come to_Â¢Â«Ã‰Å“Â®Ã™ A COMEDY In TWO ACTS As it was intended to be ACTED at the THEATRE-ROYAL in COVENT-GARDEN.,,,,,,,,
1751,K048101.000,T53475,Kenrick W. (William) 1725?-1779,London : printed for and sold by J. River under St. Dunstan's Church Fleet-Street,1448,A SATIRICAL DIALOGUE BETWEEN A Sea Captain and his Friend in Town: HUMBLY ADDRESS'D To the Gentlemen who deform'd the PLAY of OTHELLO On Th_Â¢Â«Â´Ã†Â«Ã‰_rs_Â¢Â«Â´Ã†Â«Ã‰_y M_Â¢Â«Â´Ã†Â«Ã‰_ the 7th 1750 at the Th-tre R-y-l in Dr-y L-ne: TO WHICH IS ADDED A PROLOGUE AND EPILOGUE Much more suitable to the Occasion than their Own.,,,,,,,,
1780,K048221.000,T53655,O'Keeffe John 1747-1833,London : printed for T. Cadell in the Strand,7987,Tony Lumpkin in Town: A FARCE.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1766,K003286.000,N5216,Anstey Christopher 1724-1805,[London] : Sold by J. Dodsley; J. Wilson &amp;#38; J. Fell; and J. Almon London; W. Frederick at Bath;,12769,THE NEW BATH GUIDE: OR MEMOIRS of the B_Â¢Â«Â´Ã†Â«Ã‰_R_Â¢Â«Â´Ã†Â«Ã‰_D FAMILY.,,,,,,,,
1727,K007016.000,N11663,Carey Henry 1687?-1743,Dublin : printed by little George Faulkner,112,A POEMDATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1790,K048355.000,T53823,Pinkerton John 1758-1826,London : printed for J. Ridgway No. 1 York-Street St. James's-Square,14036,A NEW TALE OF A TUB WRITTEN FOR THE DELIGHT AND INSTRUCTION OF EVERY BRITISH SUBJECT IN PAR_Â¢Ã¸Ã£Â®Â£TICULAR AND ALL THE WORLD IN GENERAL.,,,,,,,,
1761,K050109.000,T56629,Cumberland Richard 1732-1811,London : printed for M. Cooper in Pater-Noster-Row,1387,A LETTER TO R_Â¢Â«Â´Ã†Â«Ã‰_B_Â¢Â«Â´Ã†Â«Ã‰_Esq AUTHOR of the NEW COMEDY CALLED THE WISHES: Now in Rehearsal at the Theatre Royal in Drury-Lane.,,,,,,,,
1730,K050270.000,T56868,Defoe Daniel 1661?-1731,London : printed for Tho. Warner at the Black-Boy in Pater-Noster-Row,15388,A Brief STATE of the INLAND OR Home Trade OF ENGLAND; And of the OPPRESSIONS it suffers and the DANGERS which threaten it from the INVASION of HAWKERS PEDLARS and CLANDESTINE TRADERS of all Sorts.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1751,K050405.000,T57070,Bentley R. (Richard) 1708-1782,London : printed for R. Webb near St. Paul's,5512,AN ATTEMPT TOWARDS AN APOLOGY FOR HIS R_Â¢Â«Â´Ã†Â«Ã‰_ H_Â¢Â«Â´Ã†Â«Ã‰_ the D_Â¢Â«Â´Ã†Â«Ã‰_.,,,,,,,,
1794,K051781.000,T59192,Sheridan Richard Brinsley 1751-1816,Dublin : Messrs. G. Burnet Abbey-Street P. Wogan P. Wogan P. Byrne W. Jones and J. Millike,15381,THE DUENNA: A COMIC OPERA. IN THREE ACTS. AS PERFORMED AT THE THEATRE ROYAL COVENT GARDEN: WITH UNIVERSAL APPLAUSE.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1763,K056178.002,T65262,Brooke Frances 1724?-1789,London : printed for R. and J. Dodsley in Pall-Mall,27228,THE HISTORY OF Lady Julia Mandeville.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1735,K058255.000,T68030,Walton Jacob d. 1743,Dublin : printed by S. Powell for William Smith at the Hercules Bookseller in Dame-Street,5821,A VINDICATION OF Sir ISAAC NEWTON's Principles of FLUXIONS AGAINST THE OBJECTIONS Contained in the ANALYST.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1725,K059970.000,T70627,Defoe Daniel 1661?-1731,London : sold by T. Warner at the Black Boy in Pater-Noster-Row ; A Dodd without Temple-Bar ;,7028,EVERY-BODY'S Business IS NO-BODY'S Business; OR Private Abuses Publick Grievances: EXEMPLIFIED In the Pride Insolence and Exorbitant Wages of our WOMEN-SERVANTS FOOTMEN &amp;c.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1793,K061403.000,T72417,O'Keeffe John 1747-1833,London : printed for J. Debrett opposite Burlington House Piccadilly,23909,THE WORLD IN A VILLAGE; A COMEDY IN FIVE ACTS AS PERFORMED WITH UNIVERSAL APPLAUSE AT THE THEATRE ROYAL COVENT-GARDEN.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1744,K062151.000,T73566,Baratier Fran_Ã–Â®_ois 1682-1751,London : printed for J. Roberts in Warwick lane,5839,AN ACCOUNT OF THE LIFE OF John Philip Barretier Who was Master of Five LANGUAGES at the Age of Nine YEARS.,,,,,,,,
1715,K063883.001,T76337,Abbot George 1562-1633,London : printed for E. Curll at the Dial and Bible against St. Dunstan's Church in Fleetstreet,42546,THE CASE OF IMPOTENCY As Debated in ENGLAND In that Remarkable TRYAL An. 1613. between ROBERT Earl of ESSEX and the Lady FRANCES HOWARD who after Eight Years Marriage commenc'd a Suit against him for IMPOTENCY.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1770,K064085.000,T76810,Bickerstaff Isaac 1735-1812,[London] : Printed at Stonecutter-street [by C. Sympson?],4645,THE Life and Adventures OF AMBROSE GWINETT Well known to the Public as the lame Beggar-man who for many years swept the way between the Meuse-Gate and Spring-Gardens Charing Cross. Taken almost literally from his own mouth. Giving an Account of his Parentage_Â¢Â«Ã‰Å“Â®Ã™ and being put out to an Attorney at Canterbury with whom he lived four Years when he obtain'd his master's consent to visit his sister who was marry'd and lived near Deal but not being used to travelling he was greatly fatigu'd and got a lodging within three miles of his sister's by mentioning her name; the Landlady prevailed on her uncle to let him have half his bed which he paid for that night and departed early in the morning and arrived at his sister's with whom and his brother-in-law he breakfasted and in an hour or two after came the landlord of the house where he had lodged charging him with the murder of his bedfellow for which he was committed and at the assizes at Maidstone condemned and order'd to be hung in Chains which was accordingly executed and a boy going to fetch his cows see his Jaw move and went and acquainted his master who with assistants cut down the gibbet and disengaging him from his irons put him into a warm bed by which he recover'd and was sent abroad where he met with the very man for whose supposed murder he had been executed; and who gave a surprising relation of the many accidents that had befel him. Their mutual agreement to return to England together &amp;c.,,,,,,,,
1757,K064798.000,T78021,Hawkesworth John 1715?-1773,London : printed for J. Scott in Pater-Noster-Row,3325,A LETTER TO Mr. DAVID HUME ON THE TRAGEDY OF DOUGLAS; Its ANALYSIS: AND THE CHARGE against Mr. GARRICK_Â¢Â«Ã‰Å“Â®Ã™ By an ENGLISH CRITIC.,,,,,,,,
1762,K066841.000,T81552,Cunningham John 1729-1773,London : printed for H. Payne and W. Cropley at Dryden's-Head in Pater-Noster-Row,846,THE CONTEMPLATIST: A NIGHT PIECE.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1780,K069822.000,T85664,Brown John 1722-1787,Glasgow : printed by John Bryce; and sold by the booksellers in town and country,53268,The ABSURDITY and PERFIDY of all autho_Â¢Ã¸Ã£Â®Â£ritative TOLERATION OF Gross Heresy Blasphemy Idolatry Po_Â¢Ã¸Ã£Â®Â£pery in BRITAIN.,,,,,,,,
1781,K071066.002,T87422,Akenside Mark 1721-1770,Edinburg : at the Apollo Press by the Martins,29882,THE POETICAL WORKS OF MARK AKENSIDE.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1768,K073507.000,T90574,Carey George Saville 1743-1807,London : printed for the Author and sold by Staples Steare No. 93 Fleet-Street,9616,LIBERTY CHASTISED: OR PATRIOTISM in CHAINS. A TRAGI COMI POLITICAL FARCE As it was performed by his M_Â¢Â«Â´Ã†Â«Ã‰_'s S_Â¢Â«Â´Ã†Â«Ã‰_ts in the Year 1268; Which exhibits to the PUBLIC a View of the OPPRESSIONS under which LIBERTY groaned during a most flagitious A_Â¢Â«Â´Ã†Â«Ã‰_n in that weak R_Â¢Â«Â´Ã†Â«Ã‰_n; represented in the Characters of BOTCH GRAPNEL MANSUPPLE CHATWELL and ALMAGNIA &amp;c.,,,,,,,,
1768,K074278.001,T91573,Firishtah Mu__Â®_Â®Â£ammad Q_Ã__Ëœsim Hind_ËœÂ®â€¢ Sh_Ã__Ëœh Astar_Ã__Ëœb_Ã__Ëœd_Ã_Â®â€¢,London : printed for T. Becket and P. A. de Hondt in the Strand,133441,THE HISTORY OF HINDOSTAN; FROM THE EARLIEST ACCOUNT OF TIME TO THE DEATH OF AKBAR; TRANSLATED FROM THE PERSIAN OF MAHUMMUD CASIM FERISHTA OF DELHI: TOGETHER WITH A DISSERTATION Concerning the RELIGION and PHILOSOPHY of the BRAHMINS; WITH An APPENDIX Containing the History of the MOGUL EMPIRE from its Decline in the Reign of MAHUMMUD SHAW to the present Times.,,,,,,,,
1768,K074278.002,T91573,Firishtah Mu__Â®_Â®Â£ammad Q_Ã__Ëœsim Hind_ËœÂ®â€¢ Sh_Ã__Ëœh Astar_Ã__Ëœb_Ã__Ëœd_Ã_Â®â€¢,London : printed for T. Becket and P. A. de Hondt in the Strand,121167,THE HISTORY OF HINDOSTAN; FROM THE EARLIEST ACCOUNT OF TIME TO THE DEATH OF AKBAR; TRANSLATED FROM THE PERSIAN OF MAHUMMUD CASIM FERISHTA OF DELHI; TOGETHER WITH A DISSERTATION Concerning the RELIGION and PHILOSOPHY of the BRAHMINS; WITH An APPENDIX Containing the History of the MOGUL EMPIRE from its Decline in the Reign of MAHUMMUD SHAW to the present Times.,,,,,,,,
1728,K075318.000,T93261,Savage Richard d. 1743,London : printed for T. Green near Charing Cross and sold by J. Roberts at the Oxford Arms in,1611,NATURE in PERFECTION; OR The MOTHER unveil'd: BEING A Congratulatory POEM to Mrs. BRET upon his MAJESTY's most gracious Pardon granted to Mr. RICHARD SAVAGE Son of the late Earl RIVERS.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1718,K009650.000,N15315,Defoe Daniel 1661?-1731,London : printed for W. Taylor at the Sign of the Ship in Pater-Noster-Row,80916,A CONTIN_Ã£_ATION OF LETTERS Written by a Turkish Spy AT PARIS. Giving an impartial Account to the Divan at Constantinople of the most Remarkable Transactions of Europe and discovering several Intrigues and Secrets of the Christian Courts especially of that of France; continued from the Year 1687 to the Year 1693.,,,,,,,,
1714,K009653.000,N15318,Arbuthnot John 1667-1735,London : printed for J. Moor and sold by the booksellers of London and Westminster,3243,A CONTINUATION OF THE HISTORY OF THE Crown-Inn: With CHARACTERS of some of the late SERVANTS; And the PROCEEDING of the TRUSTEES To the Coming of the New LANDLORD.,,,,,,,,
1719,K009674.000,N15350,Defoe Daniel 1661?-1731,London : printed for W. Boreham at the Angel in Pater-Noster-Row,7776,A brief State of the Question Between the Printed and Painted CALLICOES AND THE Woollen and Silk MANUFACTURE As far as it Relates to the Wearing and Using of Printed and Painted CALLICOES in Great-Britain.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1768,K075940.000,T94038,Gilpin William 1724-1804,London : printed for J. Robson Bookseller to the Princess Dowager of Wales at the Feathers in,27029,AN ESSAY UPON PRINTS; CONTAINING Remarks upon the Principles of pic_Â¢Ã¸Ã£Â®Â£turesque Beauty THE Different Kinds of Prints AND THE Characters of the most noted Masters; ILLUSTRATED BY Criticisms upon particular Pieces; To which are added Some Cautions that may be useful in collecting Prints.,,,,,,,,
1765,K079570.000,T98906,Churchill C. (Charles) 1731-1764,London : printed by W. Griffin; for John Churchill (executor of Charles Churchill) and William F,33315,SERMONS. BY CHARLES CHURCHILL.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1785,K079595.001,T98935,Trusler John 1735-1820,London : printed for the author by the Literary Society at the Logographic Press and sold by,22683,Modern Times OR THE ADVENTURES OF GABRIEL OUTCAST. SUPPOSED TO BE WRITTEN BY HIMSELF_Â¢Â«Ã‰Å“Â®Ã™ IN IMITATION OF GIL BLAS.,,,,,,,,
1785,K081319.000,T101049,Hayley William 1745-1820,Calcutta : [by Joseph Cooper],12687,THE TWO CONNOISSEURS_Â¢Â«Ã‰Å“Â®Ã™ A COMEDY IN RHYME. WRITTEN FOR A PRIVATE THEATRE BY WILLIAM HAYLEY ESQ.,,,,,,,,
1778,K082699.000,T102841,Burgoyne John 1722-1792,London : printed for J. Almon Opposite Burlington-House Piccadilly,9556,THE SUBSTANCE OF GENERAL BURGOYNE'S SPEECHES ON MR. VYNER'S MOTION On the 26th of May; AND UPON MR. HARTLEY'S MOTION On the 28th of May 1778.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1750,K086169.000,T107337,Bentley R. (Richard) 1708-1782,London : printed for G. Smith near Temple Bar Fleet-Street,1814,A PETITION TO THE Right Hon. Mr. _Â¢Â«Â´Ã†Â«Ã‰_ In FAVOUR of Mr. MACLEAN. By a LADY.,,,,,,,,
1787,K088831.000,T110655,Hawkins John Sir 1719-1789,London : printed for J. Buckland J. Rivington and Sons T. Payne and Sons L. Davis B. White a,173472,THE LIFE OF SAMUEL JOHNSON LL.D.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1790,K090920.000,T113529,White John 1757 or 8-1832,London : printed for J. Debrett,66234,JOURNAL of a Voyage to new South Wales with Sixty-five Plates of Non descript Animals_Â¢Â«Ã‰Å“Â®Ã™ Birds_Â¢Â«Ã‰Å“Â®Ã™ Lizards_Â¢Â«Ã‰Å“Â®Ã™ serpents_Â¢Â«Ã‰Å“Â®Ã™ curious Cones of Trees and other NATURAL PRODUCTIONS By John White Esqre. Surgeon General to the Settlement.,,,,,,,,
1748,K092784.001,T115891,,London : printed by J. Hughs for R. Dodsley at Tully's-Head in Pall-Mall,60802,A COLLECTION OF POEMS IN THREE VOLUMES.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
1788,K094698.000,T118164,Inchbald Mrs. 1753-1821,[Dublin] : Printed for the booksellers,5623,THE MOGUL TALE_Â¢Â«Ã‰Å“Â®Ã™ OR The Descent of the Balloon. A FARCE. AS IT IS ACTED AT THE THEATRE-ROYAL SMOKE-ALLEY.DATE,TCP Number,ESTC Number,ECCO Number,Book ID Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE
